SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
2010	Employed,	ON	Male	240	NA	NA	Some PS	60+
2010	Employed,	QU	Female	5	No	12	BA or More	30-44
2010	Employed,	ON	Male	37	Yes	46	Some PS	45-59
2010	Employed,	ON	Male	96	NA	NA	BA or More	45-59
2010	Employed,	ON	Male	83	NA	NA	Some PS	30-44
2010	Employed,	BC	Male	82	No	10	Some PS	45-59
2010	Employed,	ON	Female	240	Yes	22	HS Grad	60+
2010	Employed,	AL	Female	117	Yes	24.8	Some PS	30-44
2010	Employed,	AL	Male	22	No	19.23	HS Grad	15-29
2010	Employed,	ON	Female	135	Yes	15	Some PS	30-44
2010	Employed,	AL	Female	3	No	14	HS Dropout	15-29
2010	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
2010	Employed,	QU	Female	135	No	16	Some PS	30-44
2010	Employed,	ON	Female	56	No	19.23	Some PS	15-29
2010	Employed,	AL	Female	3	Yes	27.47	BA or More	30-44
2010	Employed,	ON	Female	240	No	23	Some PS	60+
2010	Employed,	ON	Female	39	No	12.5	Some PS	30-44
2010	Employed,	ON	Male	198	No	11	HS Dropout	30-44
2010	Employed,	AL	Male	124	Yes	40.26	Some PS	30-44
2010	Employed,	QU	Female	11	Yes	10.75	Some PS	30-44
2010	Employed,	ON	Female	8	No	10	HS Grad	45-59
2010	Employed,	QU	Female	139	Yes	52.88	BA or More	45-59
2010	Employed,	ON	Female	165	No	12.5	HS Grad	45-59
2010	Employed,	QU	Male	72	No	43.96	HS Grad	45-59
2010	Employed,	ON	Female	13	No	13.5	BA or More	45-59
2010	Employed,	ON	Male	120	Yes	34.87	BA or More	15-29
2010	Employed,	BC	Female	240	No	19	Some PS	45-59
2010	Employed,	ON	Female	61	No	22.12	BA or More	30-44
2010	Employed,	ON	Female	240	No	26	HS Grad	60+
2010	Employed,	BC	Female	3	Yes	25	BA or More	15-29
2010	Employed,	QU	Female	31	Yes	23.08	Some PS	30-44
2010	Employed,	ON	Female	44	Yes	19.5	Some PS	15-29
2010	Employed,	BC	Female	163	No	10.5	HS Grad	45-59
2010	Employed,	BC	Female	36	Yes	18.03	BA or More	15-29
2010	Employed,	QU	Female	1	No	10	Some PS	15-29
2010	Employed,	AL	Male	47	NA	NA	Some PS	15-29
2010	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
2010	Employed,	AL	Male	46	No	16	HS Dropout	45-59
2010	Employed,	BC	Female	73	Yes	24	HS Dropout	30-44
2010	Employed,	ON	Female	228	Yes	22	Some PS	45-59
2010	Employed,	AL	Male	21	No	12.12	Some PS	30-44
2010	Employed,	QU	Female	7	No	10	Some PS	15-29
2010	Employed,	AL	Female	91	No	45.25	Some PS	45-59
2010	Employed,	AL	Male	60	NA	NA	Some PS	15-29
2010	Employed,	AL	Male	99	No	12	Some PS	45-59
2010	Unemployed	QU	Male	NA	NA	NA	HS Grad	30-44
2010	Employed,	ON	Female	115	Yes	38.46	BA or More	45-59
2010	Employed,	ON	Female	240	Yes	34.62	BA or More	45-59
2010	Employed,	BC	Male	108	No	54.33	BA or More	45-59
2010	Employed,	QU	Female	85	NA	NA	Some PS	30-44
2010	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
2010	Employed,	BC	Female	240	No	17.31	Some PS	60+
2010	Employed,	BC	Female	99	NA	NA	Some PS	45-59
2010	Employed,	ON	Female	18	NA	NA	HS Grad	30-44
2010	Employed,	QU	Male	240	Yes	27	Some PS	45-59
2010	Employed,	BC	Male	141	No	49.45	BA or More	30-44
2010	Employed,	ON	Male	197	No	60	BA or More	30-44
2010	Employed,	QU	Female	162	No	16.88	Some PS	15-29
2010	Employed,	QU	Male	9	No	9.5	Some PS	15-29
2010	Unemployed	ON	Female	NA	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	6	No	10	Some PS	15-29
2010	Employed,	ON	Male	240	No	15	BA or More	45-59
2010	Employed,	ON	Male	23	No	14	Some PS	30-44
2010	Employed,	QU	Male	240	NA	NA	Some PS	60+
2010	Unemployed	AL	Male	NA	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	11	Yes	29	BA or More	15-29
2010	Employed,	ON	Male	27	Yes	24.85	Some PS	30-44
2010	Employed,	ON	Male	31	Yes	48.35	Some PS	15-29
2010	Employed,	QU	Female	224	No	25.07	BA or More	30-44
2010	Employed,	QU	Male	3	No	42.86	HS Grad	45-59
2010	Employed,	ON	Male	116	No	20	HS Grad	45-59
2010	Employed,	QU	Male	20	No	9	HS Dropout	15-29
2010	Employed,	ON	Male	15	No	9.5	HS Dropout	15-29
2010	Employed,	ON	Female	8	No	13.75	Some PS	15-29
2010	Employed,	ON	Male	236	No	21.95	HS Grad	30-44
2010	Employed,	ON	Female	199	Yes	21	Some PS	30-44
2010	Employed,	BC	Male	3	No	16	Some PS	15-29
2010	Employed,	ON	Female	4	No	18.5	BA or More	30-44
2010	Employed,	AL	Female	142	No	26.67	HS Grad	45-59
2010	Employed,	ON	Female	240	Yes	24	Some PS	45-59
2010	Employed,	QU	Female	240	Yes	30.77	HS Grad	30-44
2010	Employed,	QU	Female	72	Yes	15	Some PS	30-44
2010	Employed,	QU	Female	6	Yes	22	Some PS	45-59
2010	Employed,	ON	Male	240	NA	NA	BA or More	60+
2010	Employed,	AL	Female	66	Yes	21.63	BA or More	45-59
2010	Employed,	ON	Female	176	No	15	HS Grad	30-44
2010	Employed,	ON	Male	186	Yes	24.23	HS Grad	30-44
2010	Employed,	ON	Female	174	Yes	25.3	Some PS	30-44
2010	Employed,	ON	Female	240	No	43.59	Some PS	30-44
2010	Employed,	ON	Male	19	No	24.04	BA or More	30-44
2010	Employed,	QU	Male	43	No	9	Some PS	15-29
2010	Employed,	AL	Male	19	No	25	Some PS	45-59
2010	Employed,	QU	Male	20	Yes	10	HS Dropout	15-29
2010	Employed,	AL	Female	214	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	12	No	8	HS Dropout	15-29
2010	Employed,	BC	Female	164	Yes	22	HS Dropout	45-59
2010	Employed,	ON	Male	16	No	25.71	Some PS	45-59
2010	Employed,	ON	Male	240	NA	NA	HS Dropout	30-44
2010	Employed,	ON	Female	29	No	9	Some PS	15-29
2010	Employed,	QU	Male	9	No	9.25	HS Dropout	15-29
2010	Employed,	QU	Male	223	No	51.21	BA or More	45-59
2010	Employed,	ON	Female	112	Yes	22	HS Grad	45-59
2010	Employed,	QU	Female	21	No	9.5	Some PS	15-29
2010	Employed,	ON	Male	99	NA	NA	Some PS	30-44
2010	Employed,	QU	Female	59	Yes	23.86	Some PS	15-29
2010	Employed,	ON	Female	43	No	10.35	Some PS	30-44
2010	Employed,	ON	Female	123	No	18.55	Some PS	30-44
2010	Employed,	ON	Male	29	No	10.7	BA or More	30-44
2010	Employed,	QU	Female	141	No	30.77	BA or More	45-59
2010	Employed,	ON	Male	33	Yes	23	Some PS	45-59
2010	Employed,	ON	Female	127	No	49.45	Some PS	45-59
2010	Employed,	QU	Male	26	No	11	HS Dropout	45-59
2010	Employed,	ON	Male	93	No	29.81	BA or More	45-59
2010	Employed,	ON	Female	9	Yes	18	Some PS	45-59
2010	Employed,	AL	Female	192	No	18.27	HS Grad	45-59
2010	Unemployed	ON	Male	NA	NA	NA	BA or More	45-59
2010	Employed,	QU	Female	240	No	38.46	BA or More	30-44
2010	Employed,	ON	Male	86	Yes	26.85	BA or More	45-59
2010	Employed,	ON	Female	4	No	10	HS Grad	30-44
2010	Employed,	QU	Female	240	No	26.67	BA or More	30-44
2010	Unemployed	QU	Male	NA	NA	NA	BA or More	45-59
2010	Employed,	QU	Female	73	NA	NA	HS Dropout	30-44
2010	Employed,	ON	Female	27	NA	NA	Some PS	45-59
2010	Employed,	AL	Male	240	No	32	HS Grad	60+
2010	Employed,	ON	Female	240	No	14.29	BA or More	45-59
2010	Employed,	AL	Male	4	No	11	HS Grad	15-29
2010	Employed,	ON	Female	100	No	9.5	Some PS	30-44
2010	Unemployed	QU	Male	NA	NA	NA	HS Dropout	45-59
2010	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
2010	Employed,	BC	Male	114	NA	NA	HS Grad	30-44
2010	Employed,	ON	Male	21	NA	NA	Some PS	45-59
2010	Employed,	QU	Male	19	Yes	21.4	Some PS	15-29
2010	Employed,	ON	Male	68	No	20	HS Grad	45-59
2010	Employed,	ON	Female	134	No	20	HS Grad	30-44
2010	Employed,	QU	Male	216	No	22.5	Some PS	30-44
2010	Employed,	ON	Female	240	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	7	No	12	HS Grad	45-59
2010	Employed,	ON	Male	146	No	32.86	HS Grad	30-44
2010	Employed,	QU	Male	7	No	13	HS Dropout	15-29
2010	Employed,	BC	Female	15	No	10	HS Dropout	15-29
2010	Employed,	ON	Male	9	No	13.64	Some PS	30-44
2010	Employed,	QU	Female	135	No	39.42	BA or More	30-44
2010	Employed,	QU	Male	13	No	10.5	HS Grad	15-29
2010	Employed,	QU	Female	13	No	15	Some PS	45-59
2010	Employed,	ON	Male	51	No	17.2	HS Grad	60+
2010	Unemployed	BC	Male	NA	NA	NA	HS Grad	15-29
2010	Employed,	BC	Female	9	No	11.75	BA or More	15-29
2010	Employed,	ON	Female	117	Yes	38	Some PS	45-59
2010	Employed,	ON	Female	23	No	9.5	HS Grad	30-44
2010	Employed,	AL	Male	129	Yes	29.81	Some PS	30-44
2010	Employed,	ON	Female	240	No	21.63	Some PS	30-44
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	240	NA	NA	Some PS	45-59
2010	Unemployed	QU	Female	NA	NA	NA	HS Grad	30-44
2010	Employed,	ON	Male	240	No	18.5	HS Grad	60+
2010	Employed,	ON	Female	6	Yes	10	HS Grad	15-29
2010	Employed,	AL	Female	79	No	10.25	HS Grad	60+
2010	Employed,	QU	Male	240	Yes	27	BA or More	45-59
2010	Employed,	ON	Female	240	Yes	28.04	Some PS	60+
2010	Employed,	ON	Female	220	No	29.27	Some PS	45-59
2010	Employed,	QU	Male	2	NA	NA	Some PS	45-59
2010	Employed,	ON	Female	16	No	28	BA or More	30-44
2010	Employed,	ON	Female	16	Yes	12.74	HS Grad	60+
2010	Employed,	ON	Female	7	NA	NA	BA or More	45-59
2010	Employed,	ON	Female	24	No	12.5	HS Grad	30-44
2010	Employed,	QU	Female	240	Yes	18.25	BA or More	45-59
2010	Employed,	ON	Male	205	No	21.88	Some PS	45-59
2010	Employed,	BC	Male	20	No	10	HS Dropout	15-29
2010	Employed,	BC	Female	35	Yes	22.56	BA or More	30-44
2010	Employed,	ON	Male	190	Yes	31	Some PS	30-44
2010	Employed,	ON	Female	80	No	19.71	Some PS	30-44
2010	Employed,	ON	Male	77	No	35	HS Grad	30-44
2010	Employed,	QU	Male	68	Yes	27.88	Some PS	45-59
2010	Employed,	ON	Female	7	NA	NA	BA or More	45-59
2010	Employed,	QU	Male	240	Yes	30	Some PS	45-59
2010	Employed,	BC	Male	105	Yes	35	Some PS	15-29
2010	Employed,	ON	Male	45	No	42.31	Some PS	45-59
2010	Unemployed	BC	Male	NA	NA	NA	BA or More	60+
2010	Employed,	BC	Female	21	No	8	HS Dropout	15-29
2010	Employed,	QU	Female	87	No	43.9	HS Dropout	45-59
2010	Employed,	QU	Male	28	No	20.05	HS Grad	30-44
2010	Employed,	ON	Male	22	No	12	Some PS	15-29
2010	Employed,	ON	Female	25	Yes	9.9	HS Grad	15-29
2010	Employed,	ON	Female	49	NA	NA	HS Grad	45-59
2010	Employed,	ON	Female	240	No	14.5	HS Dropout	45-59
2010	Employed,	ON	Female	37	No	10	Some PS	30-44
2010	Employed,	QU	Female	125	Yes	17.62	Some PS	30-44
2010	Employed,	ON	Female	27	No	11.33	Some PS	45-59
2010	Employed,	BC	Female	72	No	16	Some PS	30-44
2010	Employed,	ON	Female	240	No	32.4	HS Grad	45-59
2010	Employed,	QU	Female	240	Yes	28	Some PS	45-59
2010	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
2010	Employed,	ON	Female	1	No	11	Some PS	30-44
2010	Employed,	QU	Male	63	NA	NA	Some PS	30-44
2010	Employed,	AL	Female	240	NA	NA	HS Grad	60+
2010	Employed,	ON	Female	7	No	9.55	HS Grad	15-29
2010	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
2010	Employed,	BC	Male	94	NA	NA	BA or More	45-59
2010	Employed,	QU	Female	122	No	10.65	HS Dropout	45-59
2010	Employed,	BC	Female	180	Yes	25	Some PS	30-44
2010	Employed,	AL	Female	55	Yes	39.9	BA or More	45-59
2010	Employed,	ON	Male	16	No	25	BA or More	15-29
2010	Employed,	AL	Male	27	No	25	HS Dropout	60+
2010	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
2010	Employed,	BC	Female	47	NA	NA	HS Dropout	15-29
2010	Employed,	AL	Female	92	No	50	BA or More	15-29
2010	Employed,	BC	Male	240	NA	NA	HS Grad	45-59
2010	Employed,	QU	Male	17	No	29	BA or More	15-29
2010	Employed,	AL	Male	89	No	28.85	Some PS	45-59
2010	Employed,	QU	Male	54	No	36.06	Some PS	30-44
2010	Employed,	AL	Male	96	No	29	Some PS	45-59
2010	Employed,	AL	Male	178	No	48.21	BA or More	15-29
2010	Employed,	QU	Male	3	No	32	Some PS	30-44
2010	Employed,	ON	Female	46	No	8.75	Some PS	15-29
2010	Employed,	ON	Male	51	No	19.8	Some PS	30-44
2010	Employed,	QU	Male	87	No	25.64	HS Dropout	60+
2010	Employed,	ON	Male	47	No	33.75	BA or More	45-59
2010	Employed,	BC	Male	240	Yes	26.5	BA or More	45-59
2010	Employed,	QU	Male	233	NA	NA	Some PS	45-59
2010	Employed,	BC	Female	211	Yes	20	Some PS	30-44
2010	Employed,	ON	Female	42	No	31.75	HS Grad	45-59
2010	Employed,	AL	Female	2	No	8.8	BA or More	15-29
2010	Employed,	BC	Male	73	No	28.85	Some PS	15-29
2010	Unemployed	QU	Male	NA	NA	NA	HS Grad	30-44
2010	Employed,	ON	Female	74	No	16.83	BA or More	30-44
2010	Unemployed	ON	Female	NA	NA	NA	HS Grad	15-29
2010	Employed,	AL	Male	120	No	18	Some PS	45-59
2010	Employed,	ON	Male	28	NA	NA	BA or More	45-59
2010	Employed,	ON	Female	33	No	19.23	Some PS	15-29
2010	Employed,	AL	Female	240	Yes	17.65	Some PS	45-59
2010	Employed,	ON	Male	24	No	12	Some PS	15-29
2010	Employed,	ON	Male	108	No	17	Some PS	15-29
2010	Employed,	QU	Female	106	Yes	20.64	Some PS	30-44
2010	Employed,	QU	Male	240	Yes	29	Some PS	45-59
2010	Employed,	QU	Male	240	Yes	24	Some PS	60+
2010	Employed,	QU	Male	156	Yes	18.68	HS Grad	45-59
2010	Employed,	ON	Male	178	NA	NA	HS Grad	45-59
2010	Employed,	QU	Female	240	Yes	19	Some PS	45-59
2010	Employed,	ON	Female	10	No	10	Some PS	15-29
2010	Employed,	QU	Male	7	No	10.22	Some PS	15-29
2010	Employed,	AL	Female	240	No	16	Some PS	45-59
2010	Employed,	QU	Male	60	No	16	Some PS	30-44
2010	Employed,	QU	Female	84	Yes	22	Some PS	45-59
2010	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
2010	Employed,	QU	Female	8	No	11	HS Grad	15-29
2010	Employed,	ON	Female	192	Yes	20.51	Some PS	45-59
2010	Employed,	BC	Male	95	Yes	32	HS Grad	15-29
2010	Employed,	ON	Female	198	Yes	18	HS Grad	45-59
2010	Employed,	AL	Male	74	NA	NA	Some PS	45-59
2010	Employed,	ON	Female	34	No	22.1	Some PS	30-44
2010	Employed,	ON	Female	240	No	21.37	HS Grad	45-59
2010	Employed,	QU	Male	4	No	11	HS Grad	15-29
2010	Employed,	AL	Female	240	Yes	43.37	Some PS	45-59
2011	Unemployed	BC	Female	NA	NA	NA	HS Dropout	45-59
2011	Employed,	ON	Female	195	Yes	24	Some PS	45-59
2011	Employed,	BC	Male	123	Yes	44.62	Some PS	30-44
2011	Employed,	QU	Male	187	Yes	27.27	Some PS	60+
2011	Employed,	ON	Male	240	Yes	42.79	BA or More	45-59
2011	Employed,	AL	Male	110	No	12	HS Grad	30-44
2011	Employed,	AL	Male	217	NA	NA	Some PS	30-44
2011	Employed,	QU	Female	32	NA	NA	Some PS	45-59
2011	Employed,	AL	Male	172	No	21.63	Some PS	30-44
2011	Employed,	ON	Male	27	No	41.03	Some PS	45-59
2011	Employed,	QU	Female	26	NA	NA	BA or More	60+
2011	Employed,	QU	Female	215	NA	NA	BA or More	30-44
2011	Employed,	QU	Male	95	NA	NA	Some PS	30-44
2011	Employed,	AL	Male	143	NA	NA	BA or More	45-59
2011	Employed,	QU	Female	10	No	27.24	Some PS	15-29
2011	Employed,	AL	Female	115	Yes	20.79	HS Grad	45-59
2011	Employed,	ON	Female	27	No	15.78	Some PS	15-29
2011	Employed,	ON	Male	58	Yes	42	Some PS	15-29
2011	Employed,	AL	Male	205	Yes	28.49	Some PS	45-59
2011	Employed,	QU	Female	240	NA	NA	Some PS	45-59
2011	Employed,	AL	Male	7	No	11.75	Some PS	45-59
2011	Employed,	AL	Male	71	Yes	32	HS Dropout	45-59
2011	Employed,	QU	Male	34	Yes	21	Some PS	15-29
2011	Employed,	AL	Female	190	No	23.08	HS Grad	30-44
2011	Employed,	BC	Female	165	NA	NA	Some PS	45-59
2011	Employed,	ON	Female	19	No	15.1	Some PS	45-59
2011	Employed,	ON	Male	35	No	11.7	Some PS	15-29
2011	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
2011	Employed,	ON	Male	71	Yes	22.72	HS Grad	30-44
2011	Employed,	BC	Male	20	No	16	Some PS	15-29
2011	Employed,	AL	Female	5	No	11.54	Some PS	45-59
2011	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
2011	Employed,	AL	Male	240	No	34.95	HS Dropout	60+
2011	Employed,	ON	Female	51	Yes	15	Some PS	45-59
2011	Employed,	AL	Female	3	No	17.4	BA or More	15-29
2011	Employed,	ON	Male	91	No	22.2	HS Grad	15-29
2011	Employed,	QU	Female	140	Yes	38.46	BA or More	30-44
2011	Unemployed	ON	Female	NA	NA	NA	Some PS	45-59
2011	Employed,	ON	Female	34	No	17.69	Some PS	30-44
2011	Employed,	ON	Female	87	No	38.46	HS Grad	30-44
2011	Employed,	ON	Female	240	No	21.15	HS Grad	60+
2011	Employed,	AL	Female	214	Yes	29.8	Some PS	30-44
2011	Employed,	AL	Male	64	No	20	HS Dropout	45-59
2011	Employed,	QU	Male	15	Yes	22.31	BA or More	30-44
2011	Employed,	ON	Male	68	No	19.23	Some PS	15-29
2011	Employed,	QU	Male	2	No	9.5	HS Grad	15-29
2011	Unemployed	ON	Female	NA	NA	NA	Some PS	45-59
2011	Employed,	AL	Male	50	No	15	Some PS	30-44
2011	Employed,	ON	Male	34	Yes	10.75	Some PS	15-29
2011	Employed,	QU	Female	55	Yes	20	Some PS	30-44
2011	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2011	Employed,	QU	Male	132	No	38.46	BA or More	30-44
2011	Employed,	BC	Male	38	No	10	Some PS	15-29
2011	Employed,	BC	Female	42	NA	NA	HS Grad	45-59
2011	Employed,	ON	Female	84	No	30	BA or More	30-44
2011	Employed,	ON	Female	240	Yes	18.95	Some PS	60+
2011	Employed,	AL	Male	75	No	21	Some PS	30-44
2011	Employed,	BC	Female	140	NA	NA	BA or More	30-44
2011	Employed,	ON	Female	240	No	13.2	HS Grad	60+
2011	Employed,	BC	Male	86	NA	NA	HS Grad	30-44
2011	Employed,	QU	Male	155	Yes	21.77	Some PS	45-59
2011	Employed,	AL	Male	8	No	25	HS Dropout	15-29
2011	Employed,	QU	Male	203	NA	NA	Some PS	30-44
2011	Employed,	QU	Male	38	Yes	18	Some PS	30-44
2011	Employed,	AL	Male	43	Yes	37.91	BA or More	15-29
2011	Employed,	ON	Male	240	Yes	24.17	Some PS	45-59
2011	Employed,	ON	Female	240	Yes	19.23	Some PS	60+
2011	Employed,	AL	Male	240	NA	NA	HS Grad	45-59
2011	Employed,	QU	Male	240	No	14	Some PS	60+
2011	Employed,	QU	Male	74	No	17.6	Some PS	15-29
2011	Unemployed	BC	Female	NA	NA	NA	Some PS	30-44
2011	Employed,	ON	Female	3	No	10.75	Some PS	15-29
2011	Employed,	QU	Male	8	No	34.87	BA or More	30-44
2011	Employed,	ON	Female	115	Yes	41.2	Some PS	45-59
2011	Employed,	ON	Female	9	No	12	HS Grad	45-59
2011	Employed,	AL	Male	159	NA	NA	HS Dropout	45-59
2011	Employed,	QU	Female	49	No	21	BA or More	15-29
2011	Employed,	AL	Female	240	Yes	30	Some PS	45-59
2011	Employed,	QU	Male	79	Yes	47.82	BA or More	30-44
2011	Employed,	ON	Female	7	No	13.33	BA or More	30-44
2011	Employed,	BC	Female	45	NA	NA	Some PS	30-44
2011	Employed,	QU	Male	49	Yes	20	Some PS	15-29
2011	Employed,	ON	Female	14	Yes	31.32	BA or More	15-29
2011	Employed,	ON	Male	15	NA	NA	BA or More	60+
2011	Employed,	AL	Female	240	No	14	HS Grad	45-59
2011	Employed,	AL	Female	15	No	11.5	HS Dropout	15-29
2011	Employed,	AL	Male	19	No	10	HS Dropout	15-29
2011	Employed,	QU	Female	240	Yes	38.52	BA or More	45-59
2011	Employed,	BC	Female	182	NA	NA	HS Dropout	30-44
2011	Employed,	ON	Male	21	NA	NA	HS Grad	30-44
2011	Employed,	QU	Female	240	No	11.5	HS Grad	45-59
2011	Employed,	QU	Female	43	No	13.25	HS Grad	45-59
2011	Employed,	QU	Female	215	No	17.55	Some PS	45-59
2011	Employed,	BC	Female	35	Yes	19.23	Some PS	30-44
2011	Employed,	ON	Female	3	No	30	Some PS	15-29
2011	Employed,	ON	Male	240	Yes	25.64	Some PS	45-59
2011	Employed,	AL	Male	22	No	51.28	BA or More	30-44
2011	Employed,	BC	Male	36	No	34	Some PS	45-59
2011	Employed,	BC	Male	219	NA	NA	HS Grad	45-59
2011	Unemployed	QU	Male	NA	NA	NA	BA or More	45-59
2011	Employed,	QU	Female	58	Yes	15	HS Dropout	45-59
2011	Employed,	QU	Male	240	Yes	50	Some PS	45-59
2011	Employed,	ON	Male	240	Yes	46.06	Some PS	45-59
2011	Employed,	AL	Female	7	No	17	HS Grad	30-44
2011	Unemployed	QU	Male	NA	NA	NA	Some PS	30-44
2011	Employed,	ON	Female	176	No	12.6	Some PS	45-59
2011	Employed,	ON	Female	240	No	35.9	BA or More	45-59
2011	Employed,	BC	Female	7	No	9	BA or More	15-29
2011	Employed,	AL	Female	148	No	26.67	HS Grad	45-59
2011	Employed,	QU	Male	3	No	12.5	Some PS	15-29
2011	Employed,	AL	Male	95	NA	NA	HS Grad	30-44
2011	Employed,	AL	Female	4	No	9	Some PS	15-29
2011	Employed,	ON	Female	240	No	20.88	BA or More	60+
2011	Employed,	ON	Male	33	No	15.63	BA or More	30-44
2011	Employed,	AL	Female	5	Yes	18.75	HS Grad	30-44
2011	Employed,	BC	Female	47	No	10	HS Grad	30-44
2011	Employed,	ON	Male	187	NA	NA	HS Dropout	30-44
2011	Employed,	QU	Male	237	NA	NA	BA or More	45-59
2011	Employed,	QU	Male	32	No	13.33	HS Dropout	45-59
2011	Employed,	QU	Male	15	No	64.1	BA or More	45-59
2011	Employed,	AL	Female	63	No	21	Some PS	30-44
2011	Employed,	ON	Male	240	NA	NA	Some PS	45-59
2011	Employed,	AL	Male	12	NA	NA	Some PS	45-59
2011	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
2011	Employed,	BC	Male	122	No	50.48	BA or More	45-59
2011	Employed,	QU	Male	10	No	10	HS Dropout	15-29
2011	Employed,	BC	Female	3	No	25.79	Some PS	15-29
2011	Employed,	QU	Female	10	No	25	BA or More	15-29
2011	Unemployed	BC	Male	NA	NA	NA	Some PS	45-59
2011	Employed,	BC	Male	240	Yes	32	Some PS	30-44
2011	Employed,	ON	Female	56	No	12.55	BA or More	45-59
2011	Employed,	QU	Male	19	No	14	Some PS	15-29
2011	Employed,	AL	Male	185	NA	NA	Some PS	45-59
2011	Employed,	AL	Female	144	NA	NA	HS Grad	45-59
2011	Employed,	ON	Female	37	No	42.56	Some PS	30-44
2011	Employed,	ON	Female	86	Yes	30.6	BA or More	30-44
2011	Employed,	QU	Male	39	No	10	Some PS	30-44
2011	Employed,	ON	Male	9	No	18.97	BA or More	30-44
2011	Employed,	BC	Female	2	No	39.27	Some PS	45-59
2011	Employed,	AL	Male	10	No	9.75	Some PS	15-29
2011	Employed,	AL	Female	10	No	9	HS Grad	15-29
2011	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
2011	Employed,	QU	Male	14	No	16.67	Some PS	15-29
2011	Employed,	ON	Female	240	No	30	Some PS	45-59
2011	Employed,	ON	Female	240	No	24.04	HS Grad	45-59
2011	Employed,	QU	Female	240	NA	NA	Some PS	30-44
2011	Employed,	QU	Female	6	Yes	12.5	Some PS	15-29
2011	Employed,	ON	Female	240	No	12.27	HS Grad	45-59
2011	Employed,	ON	Female	8	No	10.25	BA or More	60+
2011	Employed,	AL	Female	46	No	14.31	HS Grad	60+
2011	Employed,	QU	Female	240	No	53.57	BA or More	60+
2011	Employed,	ON	Female	145	No	12.21	Some PS	60+
2011	Employed,	QU	Female	85	No	16.5	Some PS	30-44
2011	Employed,	QU	Male	122	NA	NA	Some PS	30-44
2011	Unemployed	ON	Female	NA	NA	NA	Some PS	45-59
2011	Employed,	BC	Male	24	No	30.77	BA or More	60+
2011	Employed,	BC	Female	31	Yes	42.05	BA or More	30-44
2011	Employed,	BC	Female	108	Yes	15	Some PS	30-44
2011	Employed,	AL	Female	75	Yes	22.54	Some PS	30-44
2011	Employed,	ON	Male	198	Yes	24.17	HS Grad	45-59
2011	Employed,	ON	Female	22	NA	NA	Some PS	15-29
2011	Employed,	QU	Male	21	Yes	19.56	BA or More	15-29
2011	Employed,	ON	Female	30	No	13.5	HS Grad	30-44
2011	Employed,	QU	Male	12	No	10.25	Some PS	60+
2011	Employed,	QU	Female	5	Yes	18	Some PS	30-44
2011	Employed,	AL	Male	22	No	9	HS Dropout	15-29
2011	Employed,	ON	Male	44	No	25.48	Some PS	30-44
2011	Employed,	ON	Female	23	No	11	BA or More	15-29
2011	Employed,	ON	Male	240	Yes	19	HS Grad	45-59
2011	Employed,	QU	Male	22	Yes	16	Some PS	15-29
2011	Employed,	BC	Female	6	No	14	HS Grad	60+
2011	Employed,	AL	Male	218	No	26	Some PS	45-59
2011	Employed,	ON	Female	240	Yes	33.13	Some PS	45-59
2011	Employed,	BC	Female	3	No	10	Some PS	30-44
2011	Employed,	QU	Male	8	No	42.6	BA or More	60+
2011	Employed,	ON	Male	15	Yes	32.97	Some PS	45-59
2011	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
2011	Employed,	ON	Male	17	No	10.2	Some PS	15-29
2011	Employed,	BC	Female	19	No	13.13	HS Grad	45-59
2011	Employed,	ON	Female	200	Yes	18.34	BA or More	60+
2011	Employed,	ON	Male	46	No	10.45	HS Grad	30-44
2011	Employed,	ON	Male	4	No	10.25	Some PS	15-29
2011	Employed,	ON	Female	59	No	13	HS Grad	30-44
2011	Employed,	ON	Male	240	No	18	Some PS	45-59
2011	Employed,	AL	Male	79	NA	NA	HS Dropout	30-44
2011	Employed,	ON	Male	195	No	15.15	HS Grad	30-44
2011	Employed,	AL	Female	95	No	15.5	Some PS	45-59
2011	Employed,	QU	Female	104	Yes	36	BA or More	30-44
2011	Employed,	ON	Male	8	No	30	HS Grad	45-59
2011	Employed,	QU	Male	202	NA	NA	BA or More	60+
2011	Employed,	QU	Male	147	No	41.03	BA or More	45-59
